general_name,count_products,ingred_FPro,ingred_normalization_term
calcuim chloride,2,0.648133334,0.666666667
cocktail sauce,2,0.647685185,0.333333333
premix,2,0.647685185,0.166666667
liquid sucrose,2,0.647685185,0.222222222
chile ancho,2,0.647277778,0.325
savoy cabbage,2,0.645912698,0.7
chicken meatball,2,0.645441138,2
lemon verbena,2,0.644479798,0.392857143
pure fruit puree,2,0.644384259,2
ground cumin seed,2,0.644151316,0.211111111
yeast extract spice,2,0.643896892,0.25
sea salt denote,2,0.643333334,0.35
soy puree,2,0.64317037,1.5
wheat1,2,0.643095517,0.215909091
ground cayenne pepper,2,0.642597222,0.276923077
carrots1,2,0.642557505,0.271428571
wheat flour tortilla,2,0.6425,2
strozzapreti pasta,2,0.642222223,1
buttermilk ranch dressing,2,0.641842593,1
buttermilk culture,2,0.641842593,0.285714286
ground bay leaf,2,0.641635101,0.188034188
state soybean,2,0.641453704,1
sea magnesium chloride,2,0.641453704,0.666666667
menaquinone,2,0.640414266,0.148351648
fire eggplant,2,0.640296296,1.5
vanilla cake mix,2,0.639012407,0.833333333
virgin cacao butter,2,0.638717593,1.5
turmeric puree,2,0.63862319,0.392857143
monk juice concentrate,2,0.638599327,0.366666667
polyglycitol,2,0.638282051,0.30952381
cherry juice,2,0.637783333,0.238095238
date crumble,2,0.636944445,1
arbol chile,2,0.636149074,0.236111111
banana slice,2,0.634347223,1.333333333
mass,2,0.634166667,0.75
milk chocolate gem,2,0.633785185,1.25
all chicken breast,2,0.633457778,1.25
water orgain protein blend tm,2,0.633333333,2
rice dextrin cane sugar,2,0.633333333,1
acetate niacin,2,0.633333333,0.181818182
vitamin a palmitate potassium,2,0.633333333,0.166666667
bran extract,2,0.633333333,0.090909091
tricalcium phosphate trisodium phosphate,2,0.633333333,0.086956522
porphyra tenera,2,0.632872553,2
part-skim,2,0.631345679,1.2
cascara extract,2,0.629381739,0.583333333
propylparaben,2,0.628280423,0.233333333
monk fruit blend,2,0.627444444,0.666666667
pea crisp blend,2,0.627444444,0.30952381
fat american cheese,2,0.627185185,2
grill,2,0.62716727,0.174242424
ramon seed,2,0.625616153,0.45
culture USing cow milk in the fermentation process,2,0.625512345,0.45
edta,2,0.625447395,0.237037037
acai juice,2,0.625406482,0.666666667
shiitake,2,0.62334127,0.583333333
from cow milk,2,0.622355556,0.666666667
fennel powder,2,0.621786329,0.242857143
sherry,2,0.621031519,0.194444444
in a collagen casing,2,0.620674435,0.233766234
chile chipotle,2,0.619183333,2
food starch product,2,0.618861112,0.666666667
tomato juice concentrate,2,0.616507408,0.666666667
beef flavor concentrate,2,0.61531401,0.176923077
acai from the amazon rainforest,2,0.615106481,0.2
clam in juice,2,0.612632407,2
extractive herb,2,0.612510752,0.129166667
water solution,2,0.612450617,0.375
wheat maltodextrin,2,0.612238095,0.190909091
alfalfa leaf in vegetable glycerin,2,0.611630952,0.311111111
potato purée,2,0.61053373,0.533333333
alginate,2,0.610362963,0.375
fat dutch cocoa,2,0.608300926,0.181818182
cut tomato,2,0.608182408,2
cacao coconut sugar almond cacao butter himalayan sea salt,2,0.608138889,2
passover wheat flour,2,0.606407407,0.666666667
freshness with,2,0.605706018,0.666666667
natural flavor from oregano,2,0.605644017,0.30952381
stevioside,2,0.603394863,0.129166667
milk chocolate center,2,0.600843915,0.7
acerola juice concentrate,2,0.60080098,0.257575758
tart cherry juice,2,0.600552514,2
pectin es,2,0.600237374,0.366666667
puffed red quinoa,2,0.600194445,2
culture l acidofilus,2,0.600149572,0.30952381
beet juice concentrate color,2,0.599062169,0.201923077
kosher enzyme,2,0.597562678,0.30952381
fava bean flour,2,0.597292929,0.366666667
fruit juice concentrate blend,2,0.596487795,0.55
marc de bourgogne,2,0.596298148,0.4
bacillus coagulan 6096,2,0.595895723,0.190909091
blue cheese powder,2,0.594369281,0.163461538
brie,2,0.594075,2
acidophilus,2,0.593940476,0.291666667
potassium magnesium chloride,2,0.59273714,0.128571429
strawberry piece,2,0.592597222,0.666666667
hibiscus extract,2,0.591635317,0.583333333
s celery,2,0.591398692,0.326923077
vanilla bean by USa,2,0.591350694,0.253968254
chicken wrap all,2,0.590778518,0.162337662
without,2,0.590596708,0.15
chicken breast with parmesan cheese,2,0.590439974,0.139423077
butter rbst-free,2,0.59025,0.333333333
burdock root,2,0.589175926,0.325
in amount in milk,2,0.588172222,0.236111111
spice extract paprika,2,0.586358642,0.45
lingonberry,2,0.584711111,0.5
colored shell,2,0.58254321,0.5
filterreduce chlorine,2,0.580980556,1
fluoride,2,0.580980556,0.666666667
spicy seasoning,2,0.580266666,0.625
peppermint crisp,2,0.5785,0.5
coconut palm nectar,2,0.576143518,0.171428571
hormone american cheese,2,0.575807407,2
hormone cream,2,0.575807407,0.666666667
thai jasmine white rice,2,0.575458102,2
in vinegar,2,0.573516667,1
echinacea purpurea juice,2,0.570888889,0.4
applewood smoke flavor,2,0.57071875,0.222222222
oil canola oil,2,0.568564236,0.533333333
smoke concentrate,2,0.568534259,0.416666667
specialty flour blend,2,0.567882716,1.5
beet top,2,0.56750463,0.091097308
grain pepper,2,0.565624295,0.5
salami pork,2,0.56556713,1.2
gravy packet water,2,0.56535301,1.142857143
oil infusion,2,0.564385185,1
sorbitan monoesterate,2,0.563037963,0.25
melon,2,0.561505555,2
macadamia oil blend,2,0.561038691,2
pork sausage crumble pork,2,0.560084722,0.4
pumpkin kernel,2,0.559629629,0.5
carmel color,2,0.555721991,0.21978022
dill pollen,2,0.555570768,0.583333333
food cacao,2,0.555027778,2
habanero pepper mash,2,0.55396694,0.576923077
konaberry,2,0.552894444,0.5
lawn farm jersey cow cream,2,0.552208598,2
green chard juice,2,0.551839815,0.5
green leaf lettuce juice,2,0.551839815,0.4
mint tea,2,0.551839815,0.2
peppermint tea leaf,2,0.551839815,0.166666667
spearmint tea leaf,2,0.551839815,0.153846154
merlot wine,2,0.550415368,0.611111111
cold virgin olive oil,2,0.550106209,1.0625
koia blend,2,0.546988889,0.833333333
process colored cheddar cheese cheddar cheese,2,0.545635854,0.276923077
grain buckwheat,2,0.544670525,1.043478261
skin,2,0.542662037,1.25
sea scallop,2,0.539666667,2
gherkin,2,0.539384575,1.022222222
pork leg,2,0.537090277,2
cacao bean nib,2,0.536722222,0.4
chia powder,2,0.536570707,0.392857143
california white jasmine rice,2,0.536240741,2
rbst skim milk,2,0.535468519,2
filling potato,2,0.533666667,2
cream with natural flavor,2,0.530861111,0.253968254
california sushi rice,2,0.529462963,2
indicate,2,0.52939899,0.183333333
fava bean crisp,2,0.52918254,0.583333333
fava bean protein isolate,2,0.529111111,0.45
sunflower tocopherol,2,0.528979532,0.211111111
horsetail,2,0.528891534,0.145833333
from beef bone,2,0.528282666,0.173611111
carrot purée,2,0.528155556,0.416666667
borlotti bean,2,0.525434815,1.25
anchovy flavor,2,0.525045494,0.133928571
fat feta cheese,2,0.524720371,2
reishi mushroom extract,2,0.522372222,0.158823529
chlorella powder,2,0.519481481,0.6
chromium polynicotinate,2,0.519132639,0.05003127
zinc glycinate chelate,2,0.518786616,0.091097308
cabbage juice,2,0.518085069,0.380952381
chlorophyll,2,0.511444865,0.392857143
hormone milk,2,0.511130247,1.5
idaho potato flake,2,0.510694445,2
grass fed ghee,2,0.508920834,2
cold grape seed oil,2,0.508920834,0.666666667
rev superfood blend,2,0.507833334,2
benin pepper,2,0.505807722,0.7
cyanocobalamin cyanocobalamin,2,0.505739268,0.104761905
chestnut,2,0.504888889,2
almond protein powder,2,0.503777778,2
jonah crab,2,0.498786773,1.5
turnip green,2,0.498527778,0.5
tangerine oil,2,0.498396825,0.311111111
purple carrot juice concentrate,2,0.492730967,0.642857143
fat skim milk,2,0.490180556,2
cell wall chlorella,2,0.486155556,2
summer truffle,2,0.486055556,0.424242424
concentrate with water,2,0.485916922,0.139423077
wood sardine,2,0.485672222,2
mct oil blend,2,0.483083333,1
broccoli juice,2,0.478034259,0.416666667
asparagus spear,2,0.477269908,2
acai skin,2,0.477118519,0.666666667
pumpkin seed milk,2,0.471055556,1
dragonfruit,2,0.471055556,0.333333333
culture bacillus coagulan 6086,2,0.471055556,0.222222222
brown jasmine rice,2,0.470583333,1.333333333
papaya puree,2,0.468333889,1.25
lavendar,2,0.461968519,0.666666667
rose water,2,0.459866251,1.166666667
nicotinamide,2,0.45879321,0.4
smoke,2,0.458768182,0.366666667
denote organic,2,0.453017592,0.21978022
farm shrimp,2,0.451943704,1.25
acerola cherry puree,2,0.450752137,0.30952381
vinegar salt soy protein concentrate maltodextrin spice garlic powder onion powder soybean oil,2,0.44858287,1
oil oregano extract,2,0.445402778,0.4
aloe barbadensis leaf juice,2,0.445402778,0.333333333
hibiscus flower,2,0.444547208,1.5
baby lettuce blend,2,0.442819907,2
medium grain rice with ferric orthophosphate,2,0.442140741,2
chunk skipjack tuna,2,0.437976852,2
ground oat,2,0.434083334,1
grain rice with ferric orthophosphate,2,0.432807408,2
vegetable starch,2,0.432262655,0.4
pear purée,2,0.430194444,1.5
indicate dry,2,0.429324562,0.211111111
solid light tuna,2,0.419469445,2
green oak lettuce,2,0.40921455,0.7
chia protein,2,0.402555556,0.333333333
tea leaf,2,0.399849295,1
rooibo,2,0.398782672,0.583333333
watercress juice,2,0.397934491,0.21978022
grass beef,2,0.386055556,2
chicken tenderloin,2,0.382070139,1.333333333
red amaranth,2,0.377322222,0.833333333
egg yolkegg,2,0.371222223,1
chicken wing section up chicken broth,2,0.366600926,2
cotton c,2,0.364425926,1.5
beet root,2,0.362516667,0.37037037
barramundi,2,0.361648148,2
in milk,2,0.358407143,0.375
ahi tuna,2,0.356805556,2
pinto,2,0.353293651,0.583333333
california brown basmati rice,2,0.351055556,2
yellow peach,2,0.339556085,2
alaska pink salmon,2,0.3298875,2
in quality control laboratory,2,0.329104167,0.533333333
grain sorghum,2,0.319875,2
gotham green butterhead lettuce,2,0.319555556,2
black pea,2,0.315730158,1.166666667
beef patty,2,0.312203704,1.5
green onion vegetable vary,2,0.300472222,0.4
maitake,2,0.298685185,1.5
pink salmon fillet,2,0.296751852,2
green seed grape,2,0.287544445,2
mung bean sprout,2,0.285287037,2
chicken gizzard,2,0.268881482,2
black turtle bean,2,0.267236111,2
in fat milk,2,0.266766835,0.366666667
chia gel,2,0.260791667,1.333333333
campari tomato,2,0.258761111,2
chicken breast tenderloin chicken broth,2,0.257093519,2
iceberg,2,0.255969136,1.5
bone chicken breast,2,0.251433333,1
pomegranate seed,2,0.239295371,1.25
kabocha squash,2,0.233525463,2
green tea leaf,2,0.217558973,1.2
bi-color corn,2,0.215145834,2
ground turkey,2,0.205894445,2
pink,2,0.204622223,0.75
semolina from durum wheat,2,0.203944445,2
lactase enzyme an in milk,2,0.203516349,0.416666667
with up solution water,2,0.198731945,1
edamame bean flour,2,0.196694445,2
baby arugula leaf,2,0.194083334,2
medium egg,2,0.186011574,2
trade pineapple chunk,2,0.175918519,2
mung bean flour,2,0.168259259,1.5
alfalfa sprout,2,0.165541667,2
thyme leaf,2,0.162534723,2
split bean,2,0.151983333,2
turmeic root,2,0.145777778,2
purple cauliflower,2,0.137,2
guava,2,0.13440812,1.083333333
potato yam,2,0.126722222,2
jewel yam,2,0.126722222,2
blood orange,2,0.126288889,1.125
baby seed cucumber,2,0.125287037,2
mahi mahi,2,0.111587963,2
broccoli rabe,2,0.107138889,2
red plum,2,0.102030556,2
green asparagus,2,0.079111111,2
cantaloupe chunk,2,0.077344445,2
y grape,2,0.074194445,1
baby seed watermelon,2,0.066914352,2
red snapper,2,0.066494445,2
minneola tangelo,2,0.061166667,2
bone skin chicken thigh,2,0.054518519,2
atlantic salmon fillet,2,0.049148148,2
salmon with feed astaxanthin,2,0.049148148,1
mini seed cucumber,2,0.045532407,2
cello mushroom,2,0.043361111,2
nectarine,2,0.042370371,2
honeydew melon,2,0.039455556,2
ground lamb,2,0.037722222,2
plum roma tomato,2,0.034657407,2
pure beef patty,2,0.002055556,2
fat ground beef,2,0.000416667,2
blueberry in syrup,1,0.998111111,0.25
sodium stearoyl,1,0.997388889,0.071428571
stoneground wheat flour,1,0.997222222,1
cane sugar cocoa,1,0.997,0.2
natural flavor cocoa butter,1,0.997,0.125
raisin oat,1,0.996833333,0.125
segg,1,0.996833333,0.076923077
sorbic acid barley flour,1,0.996666667,0.1
palm kemel,1,0.996666667,0.076923077
palm kemel oil,1,0.996666667,0.05
soybean with tbhq,1,0.995333333,0.25
white chocolate square,1,0.995333333,0.022727273
semi-sweet,1,0.995333333,0.023255814
each cream tartar,1,0.994944444,0.2
blueberry crumble,1,0.994888889,0.2
apple with sodium sulfite color retention,1,0.994888889,0.333333333
vegetable oil spread,1,0.994611111,0.142857143
palm oil stearin,1,0.994611111,0.125
propylene glycol diester fatty acid,1,0.994444444,0.038461538
sesame meal,1,0.994333333,0.055555556
red winter wheat flour,1,0.994166667,0.333333333
starter culture distillate,1,0.994,0.125
sea salt caramel chip,1,0.993777778,0.5
milk chocolate c,1,0.993777778,0.125
vanilla flavor baking soda,1,0.993777778,0.071428571
vanilla flavor baking powder,1,0.993777778,0.052631579
sodium sulfite for color retention,1,0.993777778,0.076923077
tbhq preservative,1,0.993666667,0.058823529
sulfur dioxide freshness,1,0.993666667,0.055555556
mono-diester fat,1,0.993388889,0.047619048
antioxidant vitamin e,1,0.993333333,0.076923077
sodium metabisulfte,1,0.993333333,0.058823529
amarnath,1,0.992555556,0.083333333
almond flour arrowroot coconut sugar coconut flour cream tartar baking soda sea salt,1,0.992166667,1
almond flour chocolate chip,1,0.992166667,1
coconut sugar tapioca starch coconut flour baking soda sea salt,1,0.992166667,0.5
cottonseed fiber,1,0.992111111,0.034482759
chocolate artificial flavor,1,0.992055556,0.055555556
dicalcium,1,0.992,0.043478261
corn fiber honey,1,0.991888889,0.1
xanthan gum vitamin a palmitate,1,0.991888889,0.0625
grain wheat flour wheat flour,1,0.991888889,0.333333333
dicalcium phosphate natural flavor,1,0.991888889,0.041666667
yogurt drizzle,1,0.991555556,0.5
niacn,1,0.991444444,0.25
water fructose corn syrup soybean oil,1,0.991444444,0.111111111
monoglyceride monoglyceride,1,0.991444444,0.0625
propionate,1,0.991444444,0.043478261
if,1,0.991444444,0.041666667
lemon purée,1,0.991277778,0.111111111
corn corn starch,1,0.991277778,0.076923077
skim milkmilk protein concentrate,1,0.991166667,0.111111111
monoglyceride cocoa solid,1,0.991166667,0.076923077
cocoa solid,1,0.991166667,0.076923077
sodium hexametaphosphatedipotassium phosphate,1,0.991166667,0.083333333
each food starch,1,0.991,0.142857143
oleoresin,1,0.991,0.04
whey calcium carbonate,1,0.990277778,0.047619048
fiaor,1,0.990277778,0.071428571
sodium stearoyliactute,1,0.990277778,0.04
raspberry flavor apple jam,1,0.990222222,0.5
honey peanut,1,0.990166667,0.5
bht packaging material,1,0.989833333,0.111111111
sodium hydroxide papain,1,0.989708333,0.066666667
cheddar cheese filling,1,0.9895,0.333333333
hershey dark syrup,1,0.989444444,0.5
vegetable coloring,1,0.989444444,0.076923077
chickpea powder,1,0.989333333,0.333333333
wheat grain,1,0.989222222,0.166666667
triticale grain,1,0.989222222,0.052631579
baking soda canola lecithin,1,0.989055556,0.142857143
cake mix sugar,1,0.988777778,1
corn syrup whey,1,0.988666667,0.5
chia seed powder,1,0.988388889,0.25
dairy cocoa butter,1,0.988111111,0.2
cream cheese icing,1,0.988111111,0.166666667
sequin,1,0.988111111,0.125
lactylic acid,1,0.988111111,0.052631579
cinnamon extract with,1,0.988111111,0.03125
consist milk chocolate,1,0.988055556,1
monoglyceride green bell pepper,1,0.988055556,0.055555556
disdodium guanylate,1,0.988055556,0.043478261
ada,1,0.988,0.076923077
lactose tapioca starch,1,0.987722222,0.125
annatto extract seed,1,0.987666667,0.027777778
aldehyde,1,0.987666667,0.025641026
medium rye meal,1,0.987333333,0.111111111
folic acid),1,0.987222222,0.166666667
palm oil water,1,0.987222222,0.1
vitamin apple,1,0.987222222,0.0625
sodium stearoyl guar gum,1,0.987222222,0.025
sodium vitamin e,1,0.987222222,0.018181818
calcium agar-agar,1,0.987222222,0.022727273
tbha,1,0.987111111,0.038461538
cheese corn,1,0.986888889,0.5
sugar soybean oil,1,0.986888889,0.333333333
sugar canola oil,1,0.986777778,0.1
hershey cocoa,1,0.986,0.125
with c,1,0.986,0.019607843
palm oil icing sugar,1,0.985888889,0.333333333
oreo cookie stick flour,1,0.985722222,1
cake mix,1,0.985555556,1
chunky chip cookie piece,1,0.985555556,0.0625
nestle house chocolate chunk,1,0.9855,0.2
nestle toll house milk chocolate morsel,1,0.9855,0.142857143
disodium phospate,1,0.985444444,0.083333333
almond paste,1,0.985222222,1
ethical palm fruit,1,0.985222222,0.111111111
skim milk solid,1,0.985111111,0.090909091
monoglyceride natural flavor,1,0.985,0.090909091
chocolate filling water,1,0.984944444,1
lactose powder,1,0.984833333,0.142857143
with oat,1,0.984666667,0.035714286
yeast molasse,1,0.984666667,0.083333333
soy piece,1,0.984611111,0.2
folic acid vitamin b9,1,0.984611111,0.125
fairtrade cane sugar,1,0.984444444,0.5
milk chocolate filling,1,0.984444444,0.5
fairtrade coconut,1,0.984444444,0.142857143
white confectionery drop,1,0.984333333,0.333333333
barley malt wheat flour,1,0.984333333,0.111111111
